	Token	Tag	Annotation_ID	Multi_Token_Annotation
2339	meinen	O	none	0
2340	steigerte	B-Bewegung-ALT	2D659E13-D50A-49C8-A50F-0D0421A8938B	1
2341	schon	O	none	0
2342	Bahnhof	B-Ort-Container	8963691B-5F56-4090-94C5-98BB4A8A765B	1
2343	übergab	B-Bewegung-Subjekt	4EA94A2B-F7A3-484E-8368-F87C75E67021	1
2344	,	O	none	0
2345	bis	O	none	0
2346	.	O	none	0
2347	still	O	none	0
2348	ein	O	none	0
2349	hob	B-Bewegung-Subjekt	D16A2E0C-FCC0-4CAF-ABE1-2A89D642B01D	2
2350	christlichen	O	none	0
2351	ist	O	none	0
2352	habe	O	none	0
2353	Eigenschaft	O	none	0
2354	Zoll	O	none	0
2355	nach	O	none	0
2356	.	O	none	0
2357	\n	O	none	0
2358	Schweigen	O	none	0
2359	ich	O	none	0
2360	Mir	O	none	0
2361	die	O	none	0
2362	zu	B-Richtung-ALT	9F34F543-04D3-4D5B-805F-ACADF3403023	1
2363	Bitte	O	none	0
2364	Seitdem	O	none	0
2365	oder	O	none	0
2366	.	O	none	0
2367	Sperre	B-Ort-Objekt	AAADD23F-FBAE-44CC-8FA7-FB93638F6589	1
2368	den	O	none	0
2369	Bühnenvorhang	O	none	0
2370	meiner	O	none	0
2371	zueinander	B-Richtung	48F1E0A8-1593-423C-A25D-EFC6BE21874D	1
2372	bekommen	B-Bewegung-ALT	09A6087A-0D87-425A-AE92-44FCDE4E83D9	1
2373	Ich	O	none	0
2374	»	O	none	0
2375	,	O	none	0
2376	glücklich	O	none	0
2377	Brust	O	none	0
2378	,	O	none	0
2379	Abendzeitungen	O	none	0
2380	es	O	none	0
2381	ich	O	none	0
2382	und	O	none	0
2383	meines	O	none	0
2384	Kostert	O	none	0
2385	.	O	none	0
2386	und	O	none	0
2387	,	O	none	0
2388	um	O	none	0
2389	durch	B-Bewegung-Subjekt	764A9017-56E0-476A-B272-28C260FA98B7	2
2390	Waffe	O	none	0
2391	in	B-Positionierung-ALT	75B0CBBF-095E-492B-928E-A32F67C85154	1
2392	Gebühren	O	none	0
2393	Gewissen	O	none	0
2394	habe	O	none	0
2395	«	O	none	0
2396	die	O	none	0
2397	Agent	O	none	0
2398	Bonn	B-Ort-Container	2D470574-D932-4606-9B86-B42B406CC7E7	1
2399	ich	O	none	0
2400	bis	B-Richtung	9185D138-A41D-4C3F-A1D9-CC76FA2443AC	1
2401	die	O	none	0
2402	Jahr	O	none	0
2403	dem	O	none	0
2404	,	O	none	0
2405	,	O	none	0
2406	»	O	none	0
2407	Marie	O	none	0
2408	Zimmer	B-Ort-Container-BK	7288AA45-F314-4E39-8F52-03A080043FE1	1
2409	,	O	none	0
2410	mit	O	none	0
2411	müssen	O	none	0
2412	nicht	O	none	0
2413	mußte	O	none	0
2414	Zimmer	B-Ort-Container	3D1F0C86-C5F3-48B4-9792-7D4B22D8F14E	1
2415	Indolenz	O	none	0
2416	Marie	O	none	0
2417	,	O	none	0
2418	,	O	none	0
2419	mehr	O	none	0
2420	mir	O	none	0
2421	Bonn	B-Ort-ALT	555DCEDD-0C68-4F92-8DB0-1BB4365A6DDC	1
2422	:	O	none	0
2423	als	O	none	0
2424	ein	O	none	0
2425	zweiten	O	none	0
2426	Machen	B-Bewegung-ALT	9BDB10C9-3544-47DF-A0B4-588777D47912	1
2427	mir	O	none	0
2428	als	O	none	0
2429	Träumen	O	none	0
2430	Anlaß	O	none	0
2431	Geraune	O	none	0
2432	zweihundert	O	none	0
2433	fuhr	B-Bewegung-Subjekt	8362E614-3553-488A-B858-2CB5F3DE889E	1
2434	Bahnhof	B-Ort-Container	301528C2-AE53-4361-8356-51AA8ABABED4	1
2435	oder	O	none	0
2436	man	O	none	0
2437	Kaffee	O	none	0
2438	als	O	none	0
2439	und	O	none	0
2440	Zeitungen	O	none	0
2441	»	O	none	0
2442	mich	O	none	0
2443	,	O	none	0
2444	er	O	none	0
2445	,	O	none	0
2446	,	O	none	0
2447	Er	O	none	0
2448	aus	B-Richtung	4921F8FC-9208-4486-A729-1C32AA953435	1
2449	das	O	none	0
2450	In	B-Positionierung	926E707F-AAF8-4F6B-B2B2-21981EB2C934	1
2451	einem	O	none	0
2452	aber	O	none	0
2453	für	O	none	0
2454	Treppe	B-Ort-Container	A4CF3DE2-6C0E-4AF9-A134-E5D51CDB1FB8	1
2455	rechte	B-Positionierung	D6FBF136-062B-4C5A-8346-EB9FBDBD4F94	1
2456	schwerer	O	none	0
2457	…	O	none	0
2458	Saufen	O	none	0
2459	ab	B-Bewegung-ALT	3D3A4E2B-3B1A-46DD-B0A1-50364FC7D818	2
2460	meine	O	none	0
2461	Ecke	B-Ort-Abstrakt-BK	99B2338D-91C5-4D03-B279-7742E05C50CC	1
2462	an	O	none	0
2463	Zimmer	B-Ort-Container	A7AA1709-F994-44E2-9DF6-84E370828053	1
2464	seine	O	none	0
2465	?	O	none	0
2466	ich	O	none	0
2467	an	O	none	0
2468	räusperte	B-Bewegung-Schall	9E8F61C8-B60E-43D8-8DCC-9104F345BAE7	1
2469	sagte	B-Bewegung-Schall	DA4F13CD-89EB-4880-958D-8BF19FD4130F	1
2470	Ich	O	none	0
2471	konfessioneller	O	none	0
2472	noch	O	none	0
2473	Faden	O	none	0
2474	durchs	B-Richtung	D18CCB91-424F-44AE-A01D-BDCB63E37B5F	1
2475	Fahrkarte	O	none	0
2476	Bahnhof	B-Ort-Container-BK	90B52F46-F4D0-457F-B595-07F7F777FBF9	1
2477	eine	O	none	0
2478	.	O	none	0
2479	mich	O	none	0
2480	ein	O	none	0
2481	;	O	none	0
2482	der	O	none	0
2483	mit	O	none	0
2484	zweiundzwanzig	O	none	0
2485	dem	O	none	0
2486	\n	O	none	0
2487	sondern	O	none	0
2488	die	O	none	0
2489	Blumen	O	none	0
2490	nähert	B-Bewegung-ALT	AAAA3878-F606-4392-8D91-F6BB17A67769	1
2491	,	O	none	0
2492	christlichen	O	none	0
2493	draußen	B-Positionierung	CD62DA79-98E1-4DD6-A29F-41E7E4019FCA	1
2494	zum	O	none	0
2495	:	O	none	0
2496	und	O	none	0
2497	 	O	none	0
2498	suchte	B-Bewegung-Subjekt	D2DA7B96-0BE2-4AA4-BDBF-A3BFE0CD1FF1	1
2499	konsequent	O	none	0
2500	ein	O	none	0
2501	oder	O	none	0
2502	in	B-Positionierung	CEFCBD96-8627-44A3-A4B2-D4D5FC96AA33	1
2503	sagte	B-Bewegung-Schall	03334594-CCAB-4B4E-AC31-CD69159516E5	1
2504	ungemachtes	O	none	0
2505	:	O	none	0
2506	singe	B-Bewegung-Schall	27C59DAD-D950-4073-8510-726BC4D5334F	1
2507	bin	O	none	0
2508	ich	O	none	0
2509	steigert	B-Bewegung-ALT	A8672D32-234E-4455-845E-24DBCCAD2415	1
2510	rechnete	O	none	0
2511	sich	O	none	0
2512	,	O	none	0
2513	,	O	none	0
2514	bezahlt	B-Bewegung-Subjekt	1B4F91C4-7B12-45BE-A326-E6C006893CCF	1
2515	eine	O	none	0
2516	,	O	none	0
2517	Versöhnlichkeit	O	none	0
2518	recht	O	none	0
2519	Bett	B-Ort-Container-BK	FF76FA6E-97AC-4E9D-8070-775195DFCF59	1
2520	geschwiegen	O	none	0
2521	?	O	none	0
2522	«	O	none	0
2523	Kinder	O	none	0
2524	den	O	none	0
2525	bin	O	none	0
2526	mir	O	none	0
2527	und	O	none	0
2528	Aber	O	none	0
2529	an	O	none	0
2530	:	O	none	0
2531	ich	O	none	0
2532	,	O	none	0
2533	,	O	none	0
2534	winkte	B-Bewegung-Subjekt	888FE065-BEB5-4CC8-B7BF-5393DD221EFA	2
2535	?	O	none	0
2536	Bonn	B-Ort-Container-BK	84ED98C8-1115-4FB6-8CB5-85EE81375468	1
2537	Schüler	O	none	0
2538	brüllte	B-Bewegung-Schall	B1420A3D-8D15-40DE-81C2-91CD21217E93	1
2539	wurde	O	none	0
2540	herum	B-Bewegung-Subjekt	6F9FDAB9-4D83-4CF6-B057-46BC2BABCADC	2
2541	Klasse	O	none	0
2542	auf	B-Richtung	0E3BED42-FBDF-4B4A-A07A-EF6A79B0C110	1
2543	kamen	B-Bewegung-ALT	D3575BB1-7D5C-4A32-8D02-99524F461974	2
2544	–	O	none	0
2545	»	O	none	0
2546	,	O	none	0
2547	?	O	none	0
2548	Er	O	none	0
2549	Kälte	O	none	0
2550	kam	B-Bewegung-Subjekt	276DC248-01B9-44CC-8DA1-31CE7687AD7F	1
2551	ich	O	none	0
2552	keiner	O	none	0
2553	den	O	none	0
2554	«	O	none	0
2555	,	O	none	0
2556	wohl	O	none	0
2557	Abfahrt	O	none	0
2558	die	O	none	0
2559	selbst	O	none	0
2560	lache	B-Bewegung-Schall	E796A48B-BD7F-485A-BA20-CDB34508FCA5	1
2561	Rocktaschen	O	none	0
2562	schließlich	O	none	0
2563	ließ	O	none	0
2564	:	O	none	0
2565	ich	O	none	0
2566	.	O	none	0
2567	schon	O	none	0
2568	meinem	O	none	0
2569	,	O	none	0
2570	Schnier	O	none	0
2571	Schulzeit	O	none	0
2572	kann	O	none	0
2573	:	O	none	0
2574	Dann	O	none	0
2575	Hemd	O	none	0
2576	hatte	O	none	0
2577	während	O	none	0
2578	an	B-Positionierung	35FDF101-D29D-429A-A493-1419373E2A72	1
2579	Sie	O	none	0
2580	,	O	none	0
2581	einer	O	none	0
2582	\n	O	none	0
2583	.	O	none	0
2584	vorzubereiten	O	none	0
2585	,	O	none	0
2586	Bühne	B-Ort-Container-BK	3DBC16F5-E15B-494F-9C0D-4B2B79F774ED	1
2587	der	O	none	0
2588	werden	O	none	0
2589	,	O	none	0
2590	die	O	none	0
2591	als	O	none	0
2592	schob	B-Bewegung-Subjekt	D9A72EBA-79FA-4219-BE65-D1716E0C1CCF	1
2593	Hymnen	O	none	0
2594	Ich	O	none	0
2595	großzügig	O	none	0
2596	ich	O	none	0
2597	von	O	none	0
2598	konnte	O	none	0
2599	in	O	none	0
2600	mit	O	none	0
2601	an	O	none	0
2602	"\n					"	O	none	0
2603	.	O	none	0
2604	Ich	O	none	0
2605	,	O	none	0
2606	,	O	none	0
2607	Ein	O	none	0
2608	«	O	none	0
2609	war	O	none	0
2610	und	O	none	0
2611	dem	O	none	0
2612	wußten	O	none	0
2613	kommt	B-Bewegung-ALT	A4EF5000-5BFB-49FE-B162-5F36366C4344	1
2614	nach	B-Bewegung-Schall	26C413BE-1152-496D-BF88-E376971FE17A	2
2615	in	B-Richtung	F71511B4-ED67-4601-A772-EEA15F91CA0C	1
2616	.	O	none	0
2617	erinnere	O	none	0
2618	in	B-Richtung	9479FB8B-13EB-4AE3-BA88-EB83F2EF602B	1
2619	,	O	none	0
2620	»	O	none	0
2621	mich	O	none	0
2622	die	O	none	0
2623	,	O	none	0
2624	war	O	none	0
2625	sagte	B-Bewegung-Schall	F05D331A-0CAC-402F-8085-8492499348D4	1
2626	weiteren	O	none	0
2627	wieder	O	none	0
2628	einmal	O	none	0
2629	,	O	none	0
2630	;	O	none	0
2631	zum	B-Richtung	63BD72A8-109A-4F32-83B7-7B64E867BB7F	1
2632	Christen	O	none	0
2633	)	O	none	0
2634	So	O	none	0
2635	mich	O	none	0
2636	Rest	O	none	0
2637	«	O	none	0
2638	durch	O	none	0
2639	die	O	none	0
2640	besteht	O	none	0
2641	hatte	O	none	0
2642	.	O	none	0
2643	.	O	none	0
2644	irgendwo	B-Positionierung	415DB317-9C5F-454B-ABDD-E0AFAEE3AF94	1
2645	mich	O	none	0
2646	Sie	O	none	0
2647	mit	O	none	0
2648	,	O	none	0
2649	an	O	none	0
2650	deren	O	none	0
2651	hergegeben	B-Bewegung-Subjekt	881CF3F1-1B0F-4930-91AE-ACAF996523D1	1
2652	nehmen	B-Bewegung-Subjekt	BED126E8-178A-418D-9AE7-C849C994F3F1	1
2653	oder	O	none	0
2654	über	O	none	0
2655	Mark	I-Dimensionierung-Abstand	021E90E0-8E14-4F57-81E8-4F4F013A7D72	12
2656	nicht	O	none	0
2657	Vorhang	O	none	0
2658	sich	O	none	0
2659	treppen	I-Ort-Container	BAB70D07-B86C-4980-9503-408426703AE6	3
2660	Flasche	O	none	0
2661	.	O	none	0
2662	draußen	B-Positionierung	3A70AB3F-795D-4F37-BB1E-C467A096ACE0	1
2663	mich	O	none	0
2664	wir	O	none	0
2665	für	O	none	0
2666	ihn	O	none	0
2667	»	O	none	0
2668	ein	O	none	0
2669	Wochen	O	none	0
2670	ich	O	none	0
2671	und	O	none	0
2672	mich	O	none	0
2673	,	O	none	0
2674	als	O	none	0
2675	drückte	B-Bewegung-Subjekt	41115AF1-4329-48A4-8E11-26F18D27CB45	1
2676	,	O	none	0
2677	stand	B-Bewegung-Subjekt	A5716A58-C752-4AF5-A120-05F85370A6BE	2
2678	kann	O	none	0
2679	"\n					"	O	none	0
2680	Ich	O	none	0
2681	da	B-Positionierung	9A857912-5EF5-4C74-819C-967B57B01509	1
2682	vorkamen	B-Bewegung-ALT	64869A0F-ED51-445F-92F2-27C7B0142ADA	1
2683	ich	O	none	0
2684	als	O	none	0
2685	Mark	O	none	0
2686	wert	O	none	0
2687	heißt	B-Bewegung-ALT	D54A28C7-9040-43A2-B804-F6602BA55506	1
2688	.	O	none	0
